wave,match,person_id,row_id
1,0,0,0
1,0,0,1
1,1,0,2
1,1,0,3
1,1,0,4
1,0,0,5
1,0,0,6
1,0,0,7
1,1,0,8
1,0,0,9
1,0,1,10
1,0,1,11
1,0,1,12
1,1,1,13
1,0,1,14
1,0,1,15
1,0,1,16
1,0,1,17
1,1,1,18
1,0,1,19
1,0,2,20
1,0,2,21
1,0,2,22
1,0,2,23
1,0,2,24
1,0,2,25
1,0,2,26
1,0,2,27
1,0,2,28
1,0,2,29
1,0,3,30
1,0,3,31
1,0,3,32
1,1,3,33
1,0,3,34
1,0,3,35
1,0,3,36
1,0,3,37
1,1,3,38
1,0,3,39
1,0,4,40
1,0,4,41
1,0,4,42
1,1,4,43
1,0,4,44
1,0,4,45
1,0,4,46
1,0,4,47
1,1,4,48
1,0,4,49
1,0,5,50
1,0,5,51
1,0,5,52
1,1,5,53
1,0,5,54
1,0,5,55
1,0,5,56
1,0,5,57
1,1,5,58
1,0,5,59
1,0,6,60
1,0,6,61
1,0,6,62
1,1,6,63
1,0,6,64
1,0,6,65
1,0,6,66
1,0,6,67
1,1,6,68
1,0,6,69
1,0,7,70
1,1,7,71
1,1,7,72
1,1,7,73
1,1,7,74
1,1,7,75
1,0,7,76
1,1,7,77
1,1,7,78
1,1,7,79
1,0,8,80
1,1,8,81
1,1,8,82
1,1,8,83
1,1,8,84
1,1,8,85
1,1,8,86
1,0,8,87
1,1,8,88
1,0,8,89
1,0,9,90
1,0,9,91
1,1,9,92
1,0,9,93
1,0,9,94
1,0,9,95
1,0,9,96
1,0,9,97
1,1,9,98
1,0,9,99
1,0,10,100
1,0,10,101
1,0,10,102
1,0,10,103
1,0,10,104
1,0,10,105
1,0,10,106
1,0,10,107
1,0,10,108
1,0,10,109
1,0,11,110
1,0,11,111
1,0,11,112
1,0,11,113
1,0,11,114
1,0,11,115
1,0,11,116
1,1,11,117
1,1,11,118
1,0,11,119
1,1,12,120
1,0,12,121
1,0,12,122
1,0,12,123
1,0,12,124
1,0,12,125
1,0,12,126
1,1,12,127
1,1,12,128
1,1,12,129
1,1,13,130
1,1,13,131
1,0,13,132
1,1,13,133
1,1,13,134
1,1,13,135
1,1,13,136
1,1,13,137
1,1,13,138
1,0,13,139
1,1,14,140
1,0,14,141
1,0,14,142
1,0,14,143
1,0,14,144
1,0,14,145
1,0,14,146
1,1,14,147
1,1,14,148
1,0,14,149
1,0,15,150
1,0,15,151
1,0,15,152
1,0,15,153
1,0,15,154
1,0,15,155
1,0,15,156
1,1,15,157
1,1,15,158
1,0,15,159
1,0,16,160
1,0,16,161
1,0,16,162
1,0,16,163
1,0,16,164
1,0,16,165
1,0,16,166
1,0,16,167
1,1,16,168
1,0,16,169
1,0,17,170
1,0,17,171
1,0,17,172
1,0,17,173
1,0,17,174
1,0,17,175
1,0,17,176
1,1,17,177
1,0,17,178
1,0,17,179
1,1,18,180
1,1,18,181
1,0,18,182
1,1,18,183
1,1,18,184
1,1,18,185
1,1,18,186
1,1,18,187
1,1,18,188
1,1,18,189
1,0,19,190
1,0,19,191
1,0,19,192
1,0,19,193
1,0,19,194
1,0,19,195
1,0,19,196
1,1,19,197
1,0,19,198
1,0,19,199
2,0,20,200
2,0,20,201
2,0,20,202
2,0,20,203
2,0,20,204
2,0,20,205
2,0,20,206
2,0,20,207
2,0,20,208
2,0,20,209
2,0,20,210
2,0,20,211
2,0,20,212
2,0,20,213
2,0,20,214
2,0,20,215
2,0,21,216
2,0,21,217
2,0,21,218
2,0,21,219
2,1,21,220
2,1,21,221
2,0,21,222
2,0,21,223
2,0,21,224
2,0,21,225
2,0,21,226
2,0,21,227
2,0,21,228
2,0,21,229
2,0,21,230
2,0,21,231
2,0,22,232
2,0,22,233
2,0,22,234
2,1,22,235
2,1,22,236
2,1,22,237
2,0,22,238
2,0,22,239
2,0,22,240
2,0,22,241
2,0,22,242
2,0,22,243
2,0,22,244
2,0,22,245
2,0,22,246
2,0,22,247
2,0,23,248
2,0,23,249
2,0,23,250
2,0,23,251
2,0,23,252
2,0,23,253
2,0,23,254
2,0,23,255
2,0,23,256
2,0,23,257
2,0,23,258
2,0,23,259
2,0,23,260
2,0,23,261
2,0,23,262
2,0,23,263
2,0,24,264
2,0,24,265
2,0,24,266
2,0,24,267
2,0,24,268
2,0,24,269
2,0,24,270
2,0,24,271
2,0,24,272
2,0,24,273
2,0,24,274
2,0,24,275
2,0,24,276
2,0,24,277
2,0,24,278
2,0,24,279
2,0,25,280
2,0,25,281
2,0,25,282
2,0,25,283
2,0,25,284
2,0,25,285
2,0,25,286
2,0,25,287
2,0,25,288
2,0,25,289
2,0,25,290
2,0,25,291
2,0,25,292
2,0,25,293
2,0,25,294
2,0,25,295
2,0,26,296
2,0,26,297
2,0,26,298
2,0,26,299
2,0,26,300
2,0,26,301
2,1,26,302
2,0,26,303
2,0,26,304
2,0,26,305
2,1,26,306
2,0,26,307
2,0,26,308
2,0,26,309
2,0,26,310
2,0,26,311
2,0,27,312
2,0,27,313
2,0,27,314
2,0,27,315
2,0,27,316
2,0,27,317
2,1,27,318
2,0,27,319
2,0,27,320
2,0,27,321
2,0,27,322
2,0,27,323
2,0,27,324
2,0,27,325
2,0,27,326
2,0,27,327
2,0,28,328
2,0,28,329
2,0,28,330
2,0,28,331
2,1,28,332
2,1,28,333
2,0,28,334
2,0,28,335
2,0,28,336
2,0,28,337
2,0,28,338
2,0,28,339
2,0,28,340
2,0,28,341
2,0,28,342
2,0,28,343
2,0,29,344
2,0,29,345
2,0,29,346
2,0,29,347
2,0,29,348
2,0,29,349
2,0,29,350
2,0,29,351
2,0,29,352
2,1,29,353
2,0,29,354
2,0,29,355
2,0,29,356
2,0,29,357
2,0,29,358
2,1,29,359
2,0,30,360
2,0,30,361
2,0,30,362
2,0,30,363
2,0,30,364
2,0,30,365
2,0,30,366
2,0,30,367
2,1,30,368
2,1,30,369
2,1,30,370
2,0,30,371
2,0,30,372
2,0,30,373
2,0,30,374
2,1,30,375
2,0,31,376
2,0,31,377
2,0,31,378
2,0,31,379
2,0,31,380
2,0,31,381
2,0,31,382
2,0,31,383
2,0,31,384
2,0,31,385
2,0,31,386
2,0,31,387
2,0,31,388
2,0,31,389
2,0,31,390
2,0,31,391
2,0,32,392
2,0,32,393
2,0,32,394
2,0,32,395
2,0,32,396
2,0,32,397
2,0,32,398
2,0,32,399
2,0,32,400
2,0,32,401
2,0,32,402
2,0,32,403
2,0,32,404
2,0,32,405
2,0,32,406
2,0,32,407
2,0,33,408
2,0,33,409
2,0,33,410
2,0,33,411
2,0,33,412
2,0,33,413
2,1,33,414
2,0,33,415
2,0,33,416
2,1,33,417
2,0,33,418
2,0,33,419
2,0,33,420
2,0,33,421
2,0,33,422
2,0,33,423
2,0,34,424
2,0,34,425
2,0,34,426
2,0,34,427
2,0,34,428
2,1,34,429
2,1,34,430
2,0,34,431
2,0,34,432
2,1,34,433
2,1,34,434
2,0,34,435
2,0,34,436
2,1,34,437
2,0,34,438
2,0,34,439
2,0,35,440
2,0,35,441
2,0,35,442
2,0,35,443
2,0,35,444
2,0,35,445
2,0,35,446
2,0,35,447
2,0,35,448
2,1,35,449
2,0,35,450
2,1,35,451
2,0,35,452
2,0,35,453
2,0,35,454
2,0,35,455
2,0,36,456
2,0,36,457
2,0,36,458
2,0,36,459
2,1,36,460
2,0,36,461
2,0,36,462
2,0,36,463
2,0,36,464
2,0,36,465
2,0,36,466
2,0,36,467
2,1,36,468
2,0,36,469
2,0,36,470
2,0,36,471
2,0,37,472
2,0,37,473
2,0,37,474
2,0,37,475
2,0,37,476
2,0,37,477
2,0,37,478
2,0,37,479
2,0,37,480
2,1,37,481
2,1,37,482
2,0,37,483
2,0,37,484
2,0,37,485
2,0,37,486
2,1,37,487
2,0,38,488
2,0,38,489
2,0,38,490
2,0,38,491
2,0,38,492
2,0,38,493
2,0,38,494
2,1,38,495
2,0,38,496
2,0,38,497
2,0,38,498
2,0,38,499
2,0,38,500
2,0,38,501
2,0,38,502
2,0,38,503
2,0,39,504
2,0,39,505
2,0,39,506
2,0,39,507
2,0,39,508
2,0,39,509
2,0,39,510
2,0,39,511
2,0,39,512
2,0,39,513
2,0,39,514
2,0,39,515
2,0,39,516
2,0,39,517
2,0,39,518
2,0,39,519
2,0,39,520
2,0,39,521
2,0,39,522
2,0,40,523
2,0,40,524
2,0,40,525
2,0,40,526
2,0,40,527
2,0,40,528
2,0,40,529
2,0,40,530
2,0,40,531
2,0,40,532
2,0,40,533
2,0,40,534
2,0,40,535
2,0,40,536
2,0,40,537
2,0,40,538
2,0,40,539
2,0,40,540
2,0,40,541
2,0,41,542
2,0,41,543
2,0,41,544
2,0,41,545
2,0,41,546
2,0,41,547
2,0,41,548
2,0,41,549
2,0,41,550
2,0,41,551
2,0,41,552
2,0,41,553
2,0,41,554
2,0,41,555
2,0,41,556
2,0,41,557
2,0,41,558
2,0,41,559
2,0,41,560
2,0,42,561
2,0,42,562
2,1,42,563
2,0,42,564
2,0,42,565
2,0,42,566
2,0,42,567
2,0,42,568
2,0,42,569
2,0,42,570
2,0,42,571
2,0,42,572
2,0,42,573
2,0,42,574
2,0,42,575
2,0,42,576
2,0,42,577
2,0,42,578
2,0,42,579
2,0,43,580
2,1,43,581
2,1,43,582
2,0,43,583
2,0,43,584
2,0,43,585
2,0,43,586
2,0,43,587
2,1,43,588
2,0,43,589
2,0,43,590
2,0,43,591
2,0,43,592
2,0,43,593
2,0,43,594
2,0,43,595
2,1,43,596
2,0,43,597
2,0,43,598
2,0,44,599
2,1,44,600
2,1,44,601
2,0,44,602
2,0,44,603
2,0,44,604
2,0,44,605
2,0,44,606
2,1,44,607
2,0,44,608
2,0,44,609
2,0,44,610
2,0,44,611
2,0,44,612
2,1,44,613
2,0,44,614
2,0,44,615
2,0,44,616
2,0,44,617
2,0,45,618
2,0,45,619
2,0,45,620
2,0,45,621
2,0,45,622
2,0,45,623
2,1,45,624
2,1,45,625
2,0,45,626
2,0,45,627
2,0,45,628
2,0,45,629
2,0,45,630
2,1,45,631
2,1,45,632
2,0,45,633
2,0,45,634
2,0,45,635
2,0,45,636
2,0,46,637
2,0,46,638
2,0,46,639
2,0,46,640
2,0,46,641
2,0,46,642
2,0,46,643
2,0,46,644
2,0,46,645
2,0,46,646
2,0,46,647
2,0,46,648
2,0,46,649
2,0,46,650
2,0,46,651
2,0,46,652
2,0,46,653
2,0,46,654
2,1,46,655
2,0,47,656
2,0,47,657
2,0,47,658
2,0,47,659
2,0,47,660
2,0,47,661
2,0,47,662
2,0,47,663
2,0,47,664
2,0,47,665
2,1,47,666
2,0,47,667
2,0,47,668
2,0,47,669
2,0,47,670
2,0,47,671
2,0,47,672
2,0,47,673
2,0,47,674
2,0,48,675
2,0,48,676
2,0,48,677
2,0,48,678
2,0,48,679
2,0,48,680
2,0,48,681
2,0,48,682
2,0,48,683
2,1,48,684
2,1,48,685
2,0,48,686
2,0,48,687
2,1,48,688
2,1,48,689
2,1,48,690
2,0,48,691
2,1,48,692
2,0,48,693
2,0,49,694
2,0,49,695
2,0,49,696
2,0,49,697
2,0,49,698
2,0,49,699
2,1,49,700
2,0,49,701
2,0,49,702
2,0,49,703
2,1,49,704
2,0,49,705
2,0,49,706
2,0,49,707
2,1,49,708
2,0,49,709
2,0,49,710
2,1,49,711
2,0,49,712
2,0,50,713
2,0,50,714
2,0,50,715
2,0,50,716
2,0,50,717
2,0,50,718
2,0,50,719
2,0,50,720
2,0,50,721
2,0,50,722
2,0,50,723
2,0,50,724
2,0,50,725
2,0,50,726
2,0,50,727
2,1,50,728
2,0,50,729
2,0,50,730
2,0,50,731
2,0,51,732
2,0,51,733
2,0,51,734
2,0,51,735
2,0,51,736
2,0,51,737
2,0,51,738
2,0,51,739
2,0,51,740
2,0,51,741
2,0,51,742
2,0,51,743
2,0,51,744
2,0,51,745
2,0,51,746
2,0,51,747
2,1,51,748
2,0,51,749
2,0,51,750
2,0,52,751
2,0,52,752
2,0,52,753
2,0,52,754
2,0,52,755
2,0,52,756
2,0,52,757
2,0,52,758
2,0,52,759
2,0,52,760
2,0,52,761
2,0,52,762
2,0,52,763
2,0,52,764
2,1,52,765
2,0,52,766
2,0,52,767
2,0,52,768
2,0,52,769
2,0,53,770
2,0,53,771
2,0,53,772
2,0,53,773
2,0,53,774
2,0,53,775
2,0,53,776
2,0,53,777
2,0,53,778
2,0,53,779
2,0,53,780
2,0,53,781
2,0,53,782
2,0,53,783
2,0,53,784
2,0,53,785
2,0,53,786
2,0,53,787
2,0,53,788
2,0,54,789
2,0,54,790
2,0,54,791
2,0,54,792
2,0,54,793
2,0,54,794
2,0,54,795
2,0,54,796
2,0,54,797
2,1,54,798
2,1,54,799
2,0,54,800
2,0,54,801
2,0,54,802
2,0,54,803
2,0,54,804
2,0,54,805
2,1,54,806
2,0,54,807
3,0,55,808
3,0,55,809
3,0,55,810
3,1,55,811
3,1,55,812
3,0,55,813
3,0,55,814
3,0,55,815
3,0,55,816
3,0,55,817
3,0,56,818
3,0,56,819
3,0,56,820
3,0,56,821
3,0,56,822
3,1,56,823
3,0,56,824
3,0,56,825
3,0,56,826
3,0,56,827
3,0,57,828
3,0,57,829
3,0,57,830
3,0,57,831
3,0,57,832
3,1,57,833
3,0,57,834
3,0,57,835
3,1,57,836
3,0,57,837
3,0,57,838
3,0,57,839
3,0,57,840
3,0,57,841
3,0,57,842
3,0,57,843
3,0,57,844
3,0,57,845
3,0,57,846
3,0,57,847
3,1,58,848
3,0,58,849
3,0,58,850
3,0,58,851
3,0,58,852
3,0,58,853
3,0,58,854
3,0,58,855
3,0,58,856
3,0,58,857
3,0,59,858
3,0,59,859
3,0,59,860
3,0,59,861
3,0,59,862
3,1,59,863
3,0,59,864
3,0,59,865
3,0,59,866
3,1,59,867
3,0,60,868
3,1,60,869
3,0,60,870
3,1,60,871
3,0,60,872
3,0,60,873
3,0,60,874
3,0,60,875
3,1,60,876
3,0,60,877
3,0,61,878
3,1,61,879
3,0,61,880
3,0,61,881
3,0,61,882
3,0,61,883
3,0,61,884
3,0,61,885
3,0,61,886
3,0,61,887
3,0,62,888
3,0,62,889
3,0,62,890
3,0,62,891
3,0,62,892
3,0,62,893
3,0,62,894
3,0,62,895
3,0,62,896
3,1,62,897
3,0,63,898
3,0,63,899
3,0,63,900
3,0,63,901
3,0,63,902
3,0,63,903
3,0,63,904
3,0,63,905
3,0,63,906
3,0,63,907
3,0,64,908
3,0,64,909
3,0,64,910
3,0,64,911
3,1,64,912
3,0,64,913
3,0,64,914
3,0,64,915
3,0,64,916
3,0,64,917
3,0,65,918
3,0,65,919
3,0,65,920
3,0,65,921
3,0,65,922
3,0,65,923
3,1,65,924
3,1,65,925
3,0,65,926
3,0,65,927
3,0,66,928
3,0,66,929
3,0,66,930
3,0,66,931
3,0,66,932
3,0,66,933
3,0,66,934
3,0,66,935
3,0,66,936
3,0,66,937
3,1,67,938
3,0,67,939
3,0,67,940
3,0,67,941
3,0,67,942
3,0,67,943
3,1,67,944
3,0,67,945
3,0,67,946
3,0,67,947
3,1,68,948
